0, 0.00, 0.00,36.00,2.00,36.00,2.00,36.00,2.00,36.00,2.00,36.00,2.00,36.00,3.00,36.00,4.00,37.00,4.00,37.00,4.00,36.00,3.00,36.00,3.00,37.00,4.00,37.00,6.00,38.00,6.00,38.00,7.00,39.00,7.00,38.00,3.00,38.00,4.00,38.00,6.00,38.00,6.00,38.00,4.00,39.00,5.00,40.00,4.00,41.00,4.00,42.00,4.00,46.00,13.00,46.00,13.00,45.00,4.00,45.00,4.00,45.00,2.00,43.00,3.00,43.00,3.00,43.00,3.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1, 0.00, 0.00,40.00,5.00,40.00,5.00,40.00,5.00,40.00,5.00,40.00,5.00,41.00,5.00,41.00,5.00,42.00,6.00,42.00,7.00,42.00,6.00,41.00,5.00,42.00,8.00,41.00,9.00,40.00,4.00,40.00,5.00,40.00,8.00,39.00,5.00,40.00,5.00,41.00,6.00,41.00,6.00,41.00,5.00,42.00,7.00,42.00,6.00,42.00,6.00,43.00,5.00,45.00,15.00,45.00,15.00,45.00,15.00,45.00,15.00,45.00,15.00,45.00,15.00,45.00,15.00,45.00,15.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2, 0.00, 0.00,39.00,6.00,39.00,6.00,39.00,6.00,39.00,6.00,39.00,6.00,38.00,6.00,38.00,6.00,37.00,6.00,36.00,6.00,35.00,6.00,36.00,6.00,36.00,6.00,38.00,6.00,39.00,6.00,41.00,7.00,41.00,6.00,41.00,3.00,41.00,5.00,40.00,4.00,40.00,5.00,40.00,8.00,40.00,6.00,40.00,5.00,41.00,5.00,43.00,6.00,43.00,6.00,43.00,6.00,46.00,3.00,47.00,3.00,47.00,0.00,47.00,0.00,47.00,0.00,47.00,0.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
3, 0.00, 0.00,39.00,4.00,39.00,4.00,39.00,4.00,39.00,4.00,39.00,4.00,38.00,3.00,38.00,4.00,38.00,4.00,38.00,4.00,37.00,4.00,37.00,3.00,38.00,4.00,38.00,5.00,39.00,6.00,39.00,7.00,39.00,7.00,38.00,5.00,38.00,5.00,39.00,7.00,39.00,7.00,40.00,4.00,43.00,5.00,44.00,4.00,45.00,2.00,46.00,3.00,49.00,11.00,49.00,11.00,49.00,11.00,49.00,11.00,49.00,11.00,49.00,11.00,49.00,11.00,49.00,11.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
4, 0.00, 0.00,41.00,4.00,41.00,4.00,41.00,4.00,41.00,4.00,41.00,4.00,41.00,3.00,41.00,4.00,40.00,5.00,39.00,4.00,38.00,4.00,38.00,5.00,38.00,5.00,38.00,5.00,38.00,0.00,41.00,7.00,41.00,6.00,41.00,6.00,41.00,6.00,41.00,8.00,41.00,9.00,40.00,7.00,40.00,7.00,40.00,7.00,40.00,6.00,41.00,5.00,45.00,13.00,45.00,13.00,45.00,13.00,45.00,13.00,45.00,13.00,45.00,13.00,45.00,13.00,45.00,13.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
5, 0.00, 0.00,39.00,5.00,39.00,5.00,39.00,5.00,39.00,5.00,39.00,5.00,39.00,3.00,39.00,5.00,40.00,5.00,40.00,5.00,40.00,4.00,42.00,6.00,42.00,6.00,43.00,7.00,43.00,7.00,43.00,8.00,42.00,6.00,40.00,4.00,39.00,5.00,39.00,5.00,39.00,6.00,40.00,6.00,41.00,2.00,42.00,1.00,43.00,0.00,43.00,0.00,43.00,0.00,47.00,1.00,46.00,2.00,46.00,3.00,46.00,3.00,46.00,3.00,46.00,3.00,46.00,3.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
6, 0.00, 0.00,41.00,5.00,41.00,5.00,41.00,5.00,41.00,5.00,41.00,5.00,40.00,5.00,40.00,5.00,40.00,5.00,40.00,6.00,39.00,5.00,40.00,8.00,40.00,6.00,41.00,9.00,41.00,5.00,42.00,5.00,44.00,10.00,43.00,8.00,43.00,7.00,44.00,8.00,44.00,9.00,43.00,5.00,43.00,6.00,43.00,6.00,43.00,5.00,44.00,5.00,44.00,5.00,34.00,-4.00,34.00,-4.00,34.00,-4.00,34.00,-4.00,34.00,-4.00,34.00,-4.00,34.00,-4.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
7, 0.00, 0.00,41.00,2.00,41.00,2.00,41.00,2.00,41.00,2.00,41.00,2.00,41.00,2.00,41.00,6.00,40.00,5.00,39.00,4.00,38.00,4.00,38.00,4.00,38.00,5.00,38.00,4.00,39.00,4.00,39.00,4.00,39.00,5.00,38.00,2.00,38.00,3.00,37.00,4.00,37.00,5.00,37.00,8.00,37.00,5.00,37.00,4.00,37.00,2.00,40.00,6.00,39.00,10.00,39.00,10.00,39.00,10.00,39.00,10.00,39.00,10.00,39.00,10.00,39.00,10.00,39.00,10.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
8, 0.00, 0.00,32.00,3.00,32.00,3.00,32.00,3.00,32.00,3.00,32.00,3.00,31.00,2.00,31.00,3.00,30.00,3.00,30.00,4.00,30.00,3.00,31.00,5.00,31.00,2.00,32.00,5.00,32.00,4.00,33.00,4.00,33.00,2.00,33.00,1.00,33.00,2.00,32.00,1.00,32.00,2.00,32.00,2.00,32.00,-1.00,32.00,-1.00,32.00,-3.00,32.00,-3.00,32.00,-3.00,36.00,0.00,35.00,-2.00,35.00,-3.00,36.00,-4.00,35.00,-3.00,35.00,-3.00,35.00,-3.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
9, 0.00, 0.00,24.00,1.00,24.00,1.00,24.00,1.00,24.00,1.00,24.00,1.00,23.00,1.00,23.00,2.00,23.00,3.00,23.00,3.00,23.00,2.00,25.00,4.00,25.00,1.00,27.00,4.00,26.00,-2.00,26.00,3.00,26.00,3.00,24.00,1.00,22.00,1.00,21.00,1.00,21.00,2.00,21.00,1.00,22.00,1.00,23.00,0.00,25.00,-2.00,25.00,-2.00,25.00,-2.00,31.00,0.00,31.00,-2.00,32.00,-3.00,31.00,-4.00,31.00,-4.00,31.00,-4.00,31.00,-4.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
10, 0.00, 0.00,22.00,1.00,22.00,1.00,22.00,1.00,22.00,1.00,22.00,1.00,22.00,0.00,24.00,1.00,25.00,1.00,25.00,1.00,25.00,1.00,25.00,1.00,25.00,1.00,24.00,1.00,23.00,2.00,22.00,2.00,21.00,1.00,20.00,1.00,20.00,1.00,20.00,0.00,21.00,1.00,22.00,2.00,24.00,-1.00,25.00,-2.00,26.00,-4.00,26.00,-4.00,26.00,-4.00,30.00,0.00,28.00,-4.00,28.00,-5.00,27.00,-5.00,27.00,-5.00,27.00,-5.00,27.00,-5.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
11, 0.00, 0.00,22.00,0.00,22.00,0.00,22.00,0.00,22.00,0.00,22.00,0.00,22.00,-2.00,23.00,-1.00,23.00,-1.00,23.00,0.00,23.00,0.00,24.00,1.00,24.00,3.00,24.00,2.00,23.00,-3.00,24.00,3.00,25.00,3.00,24.00,2.00,23.00,0.00,23.00,1.00,23.00,1.00,25.00,0.00,27.00,0.00,28.00,-1.00,30.00,-3.00,30.00,-3.00,33.00,7.00,34.00,-1.00,33.00,-5.00,33.00,-5.00,32.00,-6.00,32.00,-6.00,32.00,-6.00,32.00,-6.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
12, 0.00, 0.00,22.00,-1.00,22.00,-1.00,22.00,-1.00,22.00,-1.00,22.00,-1.00,21.00,-3.00,20.00,0.00,19.00,-1.00,19.00,-1.00,19.00,-1.00,21.00,1.00,21.00,1.00,22.00,1.00,24.00,2.00,25.00,2.00,26.00,3.00,25.00,1.00,24.00,1.00,24.00,1.00,23.00,1.00,22.00,1.00,23.00,0.00,23.00,-2.00,24.00,-3.00,24.00,-3.00,28.00,7.00,28.00,-2.00,28.00,-3.00,28.00,-5.00,27.00,-5.00,26.00,-3.00,26.00,-3.00,26.00,-3.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
